osmid,osm_type,name,transport_mode,lat,lon,operator,network,ref,public_transport,railway,highway,amenity,tram,bus,route,source
2238332263,node,Mohamed Diouri,tram,33.5937216,-7.6077746,,,20,stop_position,tram_stop,,,yes,,,
2238332295,node,Mosquée Hay Mohammadi,bus,33.586202,-7.5653797,,Casabus,644;214,platform,,bus_stop,,,yes,,
2238332342,node,Okba Ibn Nafii,tram,33.5729113,-7.532559,,,7,stop_position,tram_stop,,,yes,,,
2238332361,node,Anciens Abattoirs,tram,33.5909456,-7.5785868,,,15,stop_position,tram_stop,,,yes,,,
2238332373,node,Mohamed Diouri,tram,33.5936875,-7.6077596,,,20,stop_position,tram_stop,,,yes,,,
2238332391,node,Place Al Yassir,tram,33.5929314,-7.5969126,,,18,stop_position,tram_stop,,,yes,,,
2238332442,node,Ali Yata علي يعتة,tram,33.5914241,-7.5699506,,,13,stop_position,tram_stop,,,yes,,,
2238332460,node,Grande Ceinture,tram,33.5903669,-7.5737549,,,14,stop_position,tram_stop,,,yes,,,
2238332466,node,Okba Ibn Nafii,tram,33.5728584,-7.5325919,,,7,stop_position,tram_stop,,,yes,,,
2238405493,node,Marche Central,tram,33.5945742,-7.6126568,,,21,stop_position,tram_stop,,,yes,,,
2238405596,node,Place des Nations Unies,tram,33.5951143,-7.6180822,,,22,stop_position,tram_stop,,,yes,,,
2238405601,node,Place Mohammed V,tram,33.5896439,-7.6200111,,,23,stop_position,tram_stop,,,yes,,,
2238447172,node,Faculté de Médecine,tram,33.5749154,-7.6257729,,,26,stop_position,tram_stop,,,yes,,,
2238447184,node,Les Hôpitaux,tram,33.5800205,-7.6248546,,,25,stop_position,tram_stop,,,yes,,,
2238447186,node,Les Hôpitaux,tram,33.5800083,-7.6248127,,,25,stop_position,tram_stop,,,yes,,,
2238483722,node,Gare Oasis,tram,33.5543116,-7.631175,,,30,stop_position,tram_stop,,,yes,,,
2238483732,node,Abdelmoumen,tram,33.5705632,-7.6259326,,,27,stop_position,tram_stop,,,yes,,,
2238568797,node,Gare Casa Sud,tram,33.5419773,-7.650645,,,34,stop_position,tram_stop,,,yes,,,
2238568803,node,Gare Casa Sud,tram,33.5419432,-7.6506577,,,34,stop_position,tram_stop,,,yes,,,
2238613690,node,Beauséjour,tram,33.5643393,-7.6479197,RATP Dev,Casa Tramway,39,stop_position,tram_stop,,,yes,,,
2238613698,node,Beauséjour,tram,33.5643196,-7.6478598,RATP Dev,Casa Tramway,39,stop_position,tram_stop,,,yes,,,
2238635740,node,Riviera,tram,33.5709378,-7.6363549,RATP Dev,Casa Tramway,37,stop_position,tram_stop,,,yes,,,
2238635742,node,Riviera,tram,33.5709682,-7.636355,RATP Dev,Casa Tramway,37,stop_position,tram_stop,,,yes,,,
2238747184,node,Résidence Fady,bus,33.5522529,-7.5526839,Alsa Al Baida,Casabus,5123,platform,,bus_stop,,,yes,,
2242811586,node,Terminus Hay Salam,bus,33.5451001,-7.6730159,Alsa Al Baida,Casabus,362,platform,,bus_stop,,,yes,,
2243125110,node,Maâti Bensaleh,bus,33.5724618,-7.6079597,M'dina Bus,Casabus,270,platform,,bus_stop,,,yes,,
2244969139,node,El Hank,bus,33.6029363,-7.6540132,Alsa Al Baida,Casabus,1218,platform,,bus_stop,,,yes,,
2245014368,node,St-Vélodrome,bus,33.5902645,-7.6461026,Alsa Al Baida,Casabus,1243,platform,,bus_stop,,,yes,,
2248652103,node,Sidi Moumen Terminus,tram,33.5869734,-7.5015474,,,1,stop_position,tram_stop,,,yes,,,
2249521485,node,Anapec SM,bus,33.5812203,-7.5435828,,Casabus,61;610,platform,,bus_stop,,,yes,,
2290946722,node,Sidi Medjahed,train,34.7748051,-1.638731,,,,,halt,,,,,,
2290946794,node,Ain Douz,train,34.8539822,-1.4053434,,,,,halt,,,,,,
2290946923,node,Zalboun,train,34.8554409,-1.4328622,الشركة الوطنية للنقل بالسكك الحديدية,,,station,station,,,,,,
2290948049,node,Sabra,train,34.8267776,-1.5224197,,,,station,station,,,,,,
2291062821,node,Ouled Mimoun,train,34.9024065,-1.0271837,الشركة الوطنية للنقل بالسكك الحديدية,,,station,station,,,,,,
2296322099,node,Frontera B° Chino,bus,35.2683395,-2.9517062,,,P17,stop_position,,,,,yes,,
2296901743,node,Acuartelamiento Gaal VII (servicio militar 84/4),bus,35.3163335,-2.9538951,,,,stop_position,,,,,yes,,
2297012896,node,Cañada de Hidúm con Vía Láctea,bus,35.2983435,-2.9635829,,,,stop_position,,,,,yes,,
2297461163,node,Reina Regente 1,bus,35.2991204,-2.9551128,,,,stop_position,,,,,yes,,
2297461165,node,Reina Regente 2,bus,35.2986202,-2.9551536,,,,stop_position,,,,,yes,,
2297461179,node,Tadino de Martinengo con J. S. El Cano,bus,35.2971957,-2.9544498,,,,stop_position,,,,,yes,,
2297479846,node,C. de Cabrerizas con S. A. de Padua,bus,35.296392,-2.947386,,,,stop_position,,,,,yes,,
2297504158,node,C/ Méjico cruce R. Regente,bus,35.303078,-2.9529351,,,,stop_position,,,,,yes,,
2297504168,node,C/ Méjico cruce R. Regente,bus,35.303072,-2.9529612,,,,stop_position,,,,,yes,,
2297855208,node,Nador CF3,unknown,35.2713836,-2.9265178,,,,stop_position,,,ferry_terminal,,,,
2297872972,node,Nador,unknown,35.2710745,-2.9188718,,,,stop_position,,,ferry_terminal,,,,
2297920672,node,Bni Nsar (Ville) بني انصار,train,35.2436868,-2.9321286,,,,stop_position,station,,,,,,
2297934615,node,Beni Ensar Port,train,35.2653506,-2.9305738,,,,station,station,,,,,,
2298084895,node,Nador Sud الناظور-الشمال,unknown,35.1633107,-2.9592457,,,,stop_position,stop,,,,,,
2298404363,node,Nador CF1,unknown,35.2703341,-2.9255861,,,,stop_position,,,ferry_terminal,,,,
2299629069,node,Melga el Ouidane ملقى الويدان,train,34.5719975,-3.0204284,,,,stop_position,station,,,,,,
2303596282,node,Oulad Rahou,train,34.7753772,-2.9856666,,,,stop_position,station,,,,,,
2328215994,node,,taxi,35.7833881,-5.8108683,,,,,,,taxi,,,,
2328486902,node,Sidi Kacem,train,34.2309805,-5.7188349,,,,station,station,,,,,,
2328486906,node,,train,34.7636096,-5.9777419,,,,station,station,,,,,,
2387487893,node,Préfecture Ain Chock,bus,33.5233712,-7.651524,,Casabus,469,platform,,bus_stop,,,yes,,
2422407726,node,Renault Qods,bus,33.5352233,-7.6097475,,Casabus,410,platform,,bus_stop,,,yes,,
2422411466,node,Hôtel Ibis,bus,33.5359445,-7.6390241,,Casabus,4126,platform,,bus_stop,,,yes,,
2422411488,node,Hôtel Ibis,bus,33.5358088,-7.639334,,Casabus,4127,platform,,bus_stop,,,yes,,
2428391495,node,Derb Foukara,bus,33.5665175,-7.6074807,Alsa Al Baida,Casabus,2110,platform,,bus_stop,,,yes,,
2429582026,node,Casa Port,train,33.5993825,-7.6123131,,,,station,station,,,,,,
2434524280,node,,taxi,33.8577895,-5.5467868,,,,,,,taxi,,,,
2435187957,node,Vers Beni Khaled,bus,35.3028871,-1.3836627,,,,platform,,bus_stop,,,yes,,
2435192402,node,Grand Taxi,taxi,34.064614,-4.9857683,,,,,,,taxi,,,,
2435193645,node,Arrêt de bus,bus,35.3021418,-1.3846215,,,,platform,,bus_stop,,,yes,,
2435307961,node,Station de Taxi,taxi,35.3014542,-1.3977554,,,,,,,taxi,,,,
2464634516,node,Station de Taxi,taxi,33.6964996,-7.3853268,,,,,,,taxi,,,,
2508393233,node,Ain Diab Plage,tram,33.5874191,-7.6808534,RATP Dev,Casa Tramway,48,stop_position,tram_stop,,,yes,,,
2551780103,node,Résidence Al Khayr,bus,33.534748,-7.7245836,,Casabus,3179,platform,,bus_stop,,,yes,,
2551780354,node,Errahma,bus,33.5362346,-7.7256015,,Casabus,3180,platform,,bus_stop,,,yes,,
2562113443,node,,bus,33.9738392,-6.8212216,,,,stop_position,,,,,yes,,
2563673488,node,Ksar Sghir,train,35.8455055,-5.5472727,,,,station,station,,,,,,
2564339553,node,Ain Mechlawa Terminus,bus,35.7222351,-5.7298735,,ALSA TANGER,,platform,,bus_stop,,,yes,,
2572663177,node,,taxi,35.7591752,-5.9377166,,,,,,,taxi,,,,
2572753127,node,Taxi To Casabarata,taxi,35.7838688,-5.8145228,,,,,,,taxi,,,,
2572753278,node,"Taxi To Achakar, Boukhalef, Ziaten",taxi,35.7803723,-5.8176934,,,,,,,taxi,,,,
2572775481,node,Témara,unknown,33.9174789,-6.9307933,,,,stop_position,stop,,,,,,
2572847671,node,,taxi,35.7896316,-5.8053745,,,,,,,taxi,,,,
2572847672,node,Tanger Ville,unknown,35.7894581,-5.8035001,FRS,,,stop_position,,,ferry_terminal,,,,
2576518018,node,,train,34.2388198,-3.7307618,,,,station,station,,,,,,
2585734365,node,Cté Police Bernoussi,bus,33.6028023,-7.51987,Alsa Al Baida,Casabus,6192,platform,,bus_stop,,,yes,,
2591473146,node,Vers Oran Tlemcen et Maghnia,taxi,35.0117756,-1.7438937,,,,,,,taxi,,,,
2593033051,node,Lotissement Sidi Abdellah,unknown,34.0800331,-6.7734923,,,,stop_position,,,,,,,
2601974167,node,Rahrah,unknown,35.7712746,-5.8611706,,,,stop_position,,,,,,,
2605993466,node,Taxi Vers maghnia,taxi,35.0426044,-1.88685,,,,,,,taxi,,,,
2612605787,node,Sidi Abdeslam,bus,35.5723044,-5.2634365,,,,stop_position,,,,,yes,,
2616766606,node,Pharmacie Mekka,bus,33.4011482,-7.5342857,,Casabus,4221;4228,platform,,bus_stop,,,yes,,
2623624844,node,Terminus Dradeb,bus,35.7869402,-5.8348844,ALSA,ALSA TANGER,,platform,,bus_stop,,,yes,,
2637471880,node,Grand Taxi (Guercif),taxi,34.4140756,-2.8945619,,,,,,,taxi,,,,
2637476149,node,Grand Taxi (Oujda),taxi,34.4134699,-2.8921904,,,,,,,taxi,,,,
2637477651,node,Petit Taxi,taxi,34.4089312,-2.8934004,,,,,,,taxi,,,,
2637555565,node,Ancienne Gare Routière محطة الحافلات القديمة,train,34.4157475,-2.8938884,,,,station,station,,,,,,
2671776678,node,,bus,34.0780361,-6.7677545,,,,stop_position,,,,,yes,,
2671777021,node,,bus,34.0778708,-6.7676851,,,,stop_position,,,,,yes,,
2676240398,node,Terminus Riad El Oulfa 3,bus,33.5494586,-7.7045713,,Casabus,391;3124,platform,,bus_stop,,,yes,,
2682220980,node,Hawmat Soussi,bus,35.7318356,-5.8029618,ALSA,ALSA TANGER,,platform,,bus_stop,,,yes,,
2682404147,node,Laalaouia,bus,35.6384056,-5.4469764,,,,stop_position,,,,,yes,,
2729354092,node,Municipalité Nouaceur,bus,33.372518,-7.548365,,Casabus,4232,platform,,bus_stop,,,yes,,
2792041449,node,Station des grands taxis,taxi,35.73426,-5.8809402,,,,,,,taxi,,,,
2792041450,node,Boukhalef2,bus,35.7347673,-5.8804857,,ALSA TANGER,,platform,,bus_stop,,,yes,,
2813207747,node,Mohamed Al Kharaz 1,bus,35.5784467,-5.3613044,,,,stop_position,,,,,yes,,
2813208342,node,Mohamed Al Kharaz 1,bus,35.5783695,-5.3613003,,,,stop_position,,,,,yes,,
2813320376,node,Pharmacie El Fath,bus,33.6818988,-7.3911213,Alsa Al Baida,Casabus,7136;7102,platform,,bus_stop,,,yes,,
2817076543,node,Sidi Abdellah,bus,34.0780634,-6.7677144,ALSA Citybus RST,ALSA Citybus RST,,platform,,bus_stop,,,yes,,
2819226556,node,Gare Rabat Ville,unknown,34.0159847,-6.8367276,,,,stop_position,stop,,,,,,
2823593769,node,Pocargil,bus,35.7407305,-5.7743087,,ALSA TANGER,,platform,,bus_stop,,,yes,,
2849419581,node,Taxi To Beni Makkeda,taxi,35.7790713,-5.8131929,,,,,,,taxi,,,,
2849460570,node,"Shared taxi to R'milat Park, Cap Spartel",taxi,35.7816525,-5.819919,,,,,,,taxi,,,,
2849460571,node,Taxi Stand For Souk Barra,taxi,35.7687104,-5.8264964,,,,,,,taxi,,,,
2854147830,node,Taxis à Birchifae,taxi,35.782603,-5.8150967,,,,,,,taxi,,,,
2854147834,node,Taxis à Mesnana,taxi,35.7831663,-5.8145197,,,,,,,taxi,,,,
2863376783,node,,taxi,35.7766115,-5.8136018,,,,,,,taxi,,,,
2880504228,node,Résidence El Baida Qods,bus,33.6143681,-7.4877762,M'dina Bus,Casabus,689;647,platform,,bus_stop,,,yes,,
2882127732,node,,bus,34.9099815,-1.3207528,,,,platform,,bus_stop,,,yes,,
2882127733,node,,bus,34.9099859,-1.3209733,,,,platform,,bus_stop,,,yes,,
2882127734,node,,bus,34.906729,-1.3218863,,,,platform,,bus_stop,,,yes,,
2882127735,node,,bus,34.9067635,-1.3220517,,,,platform,,bus_stop,,,yes,,
2882127736,node,,bus,34.9103847,-1.3240339,,,,platform,,bus_stop,,,yes,,
2882127737,node,,bus,34.9105093,-1.324331,,,,platform,,bus_stop,,,yes,,
2882127738,node,,bus,34.9038004,-1.3244517,,,,platform,,bus_stop,,,yes,,
2882127739,node,,bus,34.9039379,-1.3241016,,,,platform,,bus_stop,,,yes,,
2882127740,node,,bus,34.9024582,-1.326681,,,,platform,,bus_stop,,,yes,,
2882127741,node,,bus,34.9023007,-1.3266093,,,,platform,,bus_stop,,,yes,,
2882127743,node,,bus,34.8961299,-1.3257108,,,,platform,,bus_stop,,,yes,,
2882127744,node,,bus,34.8960034,-1.3259975,,,,platform,,bus_stop,,,yes,,
2882153525,node,,bus,34.8846419,-1.3236169,,خط 14,,platform,,bus_stop,,,yes,,
2882153526,node,,bus,34.884932,-1.3229558,,خط 14,,platform,,bus_stop,,,yes,,
2882153527,node,,bus,34.8853762,-1.3266841,,خط 14,,platform,,bus_stop,,,yes,,
2882153528,node,,bus,34.8853671,-1.3268435,,خط 14,,platform,,bus_stop,,,yes,,
2882153529,node,Trésor,bus,34.888501,-1.3297898,,Ligne 14,,platform,,bus_stop,,,,,
2882153530,node,,bus,34.8889089,-1.3307703,,خط 14,,platform,,bus_stop,,,yes,,
2907705736,node,,taxi,35.7858455,-5.8132332,,,,,,,taxi,,,,
2907718875,node,Taxis a Marjane,taxi,35.775501,-5.8139431,,,,,,,taxi,,,,
2909959504,node,Grands Taxis destination Mesnana - Gueznaya,taxi,35.7704403,-5.8037713,,,,,,,taxi,,,,
2923863280,node,,bus,33.8033863,-7.0361255,,,,stop_position,,,,,yes,,
2926335303,node,Khouribga,train,32.8834836,-6.9089034,,,,station,station,,,,,,
2928483869,node,Lagfaf,train,32.9199818,-6.7219897,,,,station,station,,,,,,
2941139197,node,Centre de Santé SMJ,bus,33.5801214,-7.5441767,M'dina Bus,Casabus,615;612,platform,,bus_stop,,,yes,,
2951688088,node,Mekanssa,bus,33.53265,-7.5841642,,Casabus,445,platform,,bus_stop,,,yes,,
2956576622,node,Spécial Aluminium,bus,33.5433069,-7.685002,Alsa Al Baida,Casabus,343,platform,,bus_stop,,,yes,,
2956576658,node,Jnane louz (Terminus),bus,33.5324575,-7.6997562,Alsa Al Baida,Casabus,,platform,,bus_stop,,,yes,,
2964203647,node,station grands taxis,taxi,33.8918449,-5.5038998,,,,,,,taxi,,,,
2968202009,node,Al Mina,bus,35.7874559,-5.3535182,,,,stop_position,,,,,yes,,
2968255463,node,,taxi,35.2340147,-3.9300978,,,,,,,taxi,,,,
2968958468,node,Grands Taxis,taxi,34.680289,-1.9075515,,,,,,,taxi,,,,
2969940219,node,Grands Taxis,taxi,34.6853111,-1.9091411,,,,,,,taxi,,,,
2969940220,node,Grands Taxis,taxi,34.6827131,-1.9079793,,,,,,,taxi,,,,
2969940221,node,Grands Taxis,taxi,34.6883813,-1.9149249,,,,,,,taxi,,,,
2969964168,node,Grands Taxis,taxi,34.6780568,-1.9092842,,,,,,,taxi,,,,
2972378141,node,Pont Hassan II قنطرة الحسن الثاني,tram,34.0254174,-6.8221365,Transdev,STRS,,stop_position,tram_stop,,,yes,,,
2972378149,node,Mohammed V-Opéra محمد الخامس-أوبرا,tram,34.0431871,-6.8114264,,,,stop_position,tram_stop,,,,,,
2972388834,node,Tabriquet تابريكت,tram,34.0476004,-6.8009612,,,,stop_position,tram_stop,,,,,,
2972388882,node,Diar ديار,tram,34.0408912,-6.8154726,,,,stop_position,tram_stop,,,yes,,,
2972388898,node,Gare de Salé محطة القطار سلا,tram,34.0379448,-6.8163239,,,,stop_position,tram_stop,,,yes,,,
2972388903,node,Place du 16 Novembre ساحة 16 نونبر,tram,34.0253468,-6.825348,TRANSDEV,L1/L2,,stop_position,tram_stop,,,yes,,,
2985499868,node,Ghandouri,bus,35.7879954,-5.7549342,,ALSA TANGER,,platform,,bus_stop,,,yes,,
2990165305,node,Souaken,train,35.1169787,-5.9529181,,,,station,station,,,,,,
2990165307,node,Ksar-el-Kebir القصر الكبير,train,35.0098665,-5.9060442,,,,station,station,,,,,,
2990165308,node,Arbaoua,train,34.891723,-5.9263693,,,,station,station,,,,,,
2994962505,node,La Province,bus,32.8955376,-6.9099091,ALSA,ALSA Khouribga,,platform,,bus_stop,,,yes,,
2995242953,node,Mokataa,bus,33.9295703,-6.9001818,Alsa Citybus rst,ALSA Citybus RST,,platform,,bus_stop,,,yes,,
3017357798,node,Z. I. Mghogha,bus,35.7363599,-5.7664124,,ALSA TANGER,,platform,,bus_stop,,,yes,,
3024758198,node,taxi kasita,taxi,34.9394789,-3.5344515,,,,,,,taxi,,,,
3024941797,node,Oued Laou,bus,35.4230024,-5.1219195,,,,stop_position,,,,,yes,,
3025354582,node,Bni Khanous 1,bus,35.571252,-5.4000914,,,,stop_position,,,,,yes,,
3025354591,node,Afriquia - Mly Hassan Bel Mehdi,bus,35.5656473,-5.4117346,,,,stop_position,,,,,yes,,
3025354830,node,Résidence Yassmine,bus,35.56839,-5.4022568,,,,stop_position,,,,,yes,,
3049255889,node,Chefchaouni,bus,33.6213362,-7.5111244,Alsa Al Baida,Casabus,,platform,,bus_stop,,,yes,,
3049351940,node,Noor City,bus,33.5763812,-7.530499,M'dina Bus,Casablanca Bus,66,platform,,bus_stop,,,yes,,
3055251824,node,Taxi Enjil,taxi,33.3642868,-4.7298868,,,,,,,taxi,,,,
3058784047,node,Plaza. de España,bus,35.2923509,-2.9373259,,,,stop_position,,,,,yes,,
3058874068,node,Melilla,unknown,35.291415,-2.9312117,,,,stop_position,,,ferry_terminal,,,,
3058893591,node,Melilla,unknown,35.2926037,-2.929421,,,,stop_position,,,ferry_terminal,,,,
3058971785,node,Melilla,unknown,35.2909845,-2.9324696,,,,stop_position,,,ferry_terminal,,,,
3059701967,node,Alfonso XIII - Base Militar 1,bus,35.2821946,-2.9513135,,,,stop_position,,,,,yes,,
3059709329,node,Alfonso XIII - Mercado Mayoristas,bus,35.2814011,-2.9481497,,,,stop_position,,,,,yes,,
3060628586,node,Vía Láctea Mezquita,bus,35.298773,-2.9563439,,,,stop_position,,,,,yes,,
3060628591,node,Vía Láctea 3,bus,35.2990553,-2.9588537,,,,stop_position,,,,,yes,,
3060650860,node,Vía Láctea 2,bus,35.299235,-2.9603686,,,,stop_position,,,,,yes,,
3061157348,node,Pza. Torres Quevedo,bus,35.2932853,-2.9429355,,,,stop_position,,,,,yes,,
3061613623,node,Lotissement Malak,bus,33.6866719,-7.3465725,Alsa Al Baida,Casabus,7155;7169,platform,,bus_stop,,,yes,,
3065523787,node,Grand Taxis,taxi,32.0124238,-6.7179918,,,,,,,taxi,,,,
3067480607,node,Caracolas,bus,35.2715675,-2.9505054,,,,stop_position,,,,,yes,,
3069910071,node,Vía Láctea 4,bus,35.2979885,-2.9577928,,,,stop_position,,,,,yes,,
3072389652,node,Rd Point,bus,35.2400471,-2.9334283,Vectalia,Vectalia Bus Nador,,platform,,bus_stop,,,yes,,
3072445169,node,Café National,bus,35.2611858,-2.9386898,Vectalia,Vectalia Bus Nador,,platform,,bus_stop,,,yes,,
3076211054,node,Parada de Taxi del Aeropuerto de Melilla,taxi,35.2769796,-2.9575262,,,,stop_position,,,taxi,,,,
3077328172,node,G. Cabrelles - Mercado Central,bus,35.2954876,-2.9439468,,,,stop_position,,,,,yes,,
3077385264,node,Gral. Marina,bus,35.2924501,-2.9394784,,,,stop_position,,,,,yes,,
3077456239,node,Avda. de las Conchas - Mercadillo,bus,35.2745189,-2.9395121,,,,stop_position,,,,,yes,,
3077459933,node,C/ Gral. Villalba,bus,35.2776317,-2.9399418,,,,stop_position,,,,,yes,,
3077900766,node,Monte Maria Cristina,bus,35.2990166,-2.9441544,,,,stop_position,,,,,yes,,
3091543518,node,C/ Lope de Vega (Mercado),bus,35.2950973,-2.9436565,,,,stop_position,,,,,yes,,
3091577258,node,C. de Cabrerizas con S. A. de Padua,bus,35.2963916,-2.9475499,,,,stop_position,,,,,yes,,
3091613523,node,Acuartelamiento La Legión,bus,35.3060658,-2.9557188,,,,stop_position,,,,,yes,,
3092430075,node,Acuartelamiento La Legión,bus,35.3058986,-2.9557038,,,,stop_position,,,,,yes,,
3092442890,node,C/ J. Guerrero Zamora (Tiro Nacional),bus,35.3014248,-2.9487701,,,,stop_position,,,,,yes,,
3092442891,node,C/ J. Guerrero Zamora (Tiro Nacional),bus,35.3013025,-2.9486974,,,,stop_position,,,,,yes,,
3092472472,node,J. Guerrero con E. Nieto,bus,35.2996115,-2.9480248,,,,stop_position,,,,,yes,,
3092496012,node,C/ Actor Luis Prendes,bus,35.2999526,-2.9489086,,,,stop_position,,,,,yes,,
3092496013,node,C/ Actor Luis Prendes,bus,35.3000514,-2.948963,,,,stop_position,,,,,yes,,
3092551479,node,C/ Méjico con Travesía III,bus,35.3005291,-2.951257,,,,stop_position,,,,,yes,,
3092552099,node,C/ Méjico con Travesía III,bus,35.3004566,-2.951127,,,,stop_position,,,,,yes,,
3092589810,node,C/ Méjico Urb. Averroes,bus,35.2983601,-2.9495597,,,,stop_position,,,,,yes,,
3092589811,node,C/ Méjico Urb. Averroes,bus,35.2985337,-2.9496712,,,,stop_position,,,,,yes,,
3092600684,node,Cabrerizas con C/ Colombia,bus,35.2974242,-2.9489671,,,,stop_position,,,,,yes,,
3092600685,node,Cabrerizas con C/ Colombia,bus,35.2973378,-2.9489134,,,,stop_position,,,,,yes,,
3093655428,node,Pza. Torres Quevedo,bus,35.2935767,-2.943046,,,,stop_position,,,,,yes,,
3093665423,node,Avda. Reyes Católicos,bus,35.2920724,-2.9442162,,,,stop_position,,,,,yes,,
3093804373,node,C/ Ibáñez Marín (Farmacia),bus,35.291453,-2.9462774,,,,stop_position,,,,,yes,,
3093808532,node,C/ Ibáñez Marín (Farmacia),bus,35.2913829,-2.9462053,,,,stop_position,,,,,yes,,
3093822065,node,C/ Ibáñez Marín con Comte. Royo,bus,35.2929404,-2.9481444,,,,stop_position,,,,,yes,,
3093835281,node,Carretera Hidúm con Pedro Valdivia,bus,35.2943725,-2.9519698,,,,stop_position,,,,,yes,,
3093835282,node,Carretera Hidúm con Pedro Valdivia,bus,35.2944393,-2.9521479,,,,stop_position,,,,,yes,,
3093840630,node,Urb. Las Palmeras,bus,35.2950669,-2.9537624,,,,stop_position,,,,,yes,,
3093860173,node,C. P. León Sola,bus,35.2955489,-2.9550492,,,,stop_position,,,,,yes,,
3093865766,node,Mezquita,bus,35.2962218,-2.9568455,,,,stop_position,,,,,yes,,
3093886294,node,Cañada de Hidúm,bus,35.2974947,-2.9610516,,,,stop_position,,,,,yes,,
3093891000,node,Vía Láctea,bus,35.2988937,-2.9631249,,,,stop_position,,,,,yes,,
3093892702,node,Vía Láctea con acceso a R. Regente,bus,35.3003043,-2.9621928,,,,stop_position,,,,,yes,,
3093893513,node,Cruce con Pinares,bus,35.3014933,-2.9619606,,,,stop_position,,,,,yes,,
3093899084,node,Urb. Pinares,bus,35.3003894,-2.960042,,,,stop_position,,,,,yes,,
3093904803,node,Vía Láctea 1,bus,35.3011148,-2.9607343,,,,stop_position,,,,,yes,,
3093910036,node,Vía Láctea 5,bus,35.2998273,-2.9558957,,,,stop_position,,,,,yes,,
3094222329,node,Avda. R. Católicos - Instituto L. Q.,bus,35.2910984,-2.944945,,,,stop_position,,,,,yes,,
3094273470,node,Carretera Farhana - B° Constitución,bus,35.2932584,-2.9569636,,,,stop_position,,,,,yes,,
3094273479,node,Carretera Farhana - B° Constitución,bus,35.2932163,-2.9568851,,,,stop_position,,,,,yes,,
3094283436,node,Carretera Farhana - C. P. Buen Consejo,bus,35.2931256,-2.961721,,,,stop_position,,,,,yes,,
3094283437,node,Carretera Farhana - C. P. Buen Consejo,bus,35.2931701,-2.9613821,,,,stop_position,,,,,yes,,
3094316913,node,Carretera Farhana - C. E. T. I.,bus,35.2920286,-2.9660862,,,,stop_position,,,,,yes,,
3094316914,node,Carretera Farhana - C. E. T. I.,bus,35.2919898,-2.9659829,,,,stop_position,,,,,yes,,
3094327827,node,Frontera de Farhana,bus,35.2909857,-2.9694282,,,,stop_position,,,,,yes,,
3094346853,node,Universidad,bus,35.2902588,-2.953356,,,,stop_position,,,,,yes,,
3094355258,node,Plaza 1º de Mayo - Instituto L. Q.,bus,35.2902912,-2.9459964,,,,stop_position,,,,,yes,,
3094361761,node,Pza. Torres Quevedo,bus,35.2939456,-2.9426581,,,,stop_position,,,,,yes,,
3094366002,node,C/ Gran Capitán (1),bus,35.2952092,-2.9423923,,,,stop_position,,,,,yes,,
3094368107,node,C/ Gran Capitán con C/ Alférez Sanz,bus,35.2958851,-2.9439819,,,,stop_position,,,,,yes,,
3095245900,node,Comisaría P. N.,bus,35.2896455,-2.9399339,,,,stop_position,,,,,yes,,
3095245923,node,Comisaría P. N.,bus,35.2896357,-2.9400919,,,,stop_position,,,,,yes,,
3095249835,node,Actor Tallaví - Gota Leche,bus,35.2875185,-2.9413142,,,,stop_position,,,,,yes,,
3095249836,node,Actor Tallaví - Gota Leche,bus,35.2874185,-2.9410146,,,,stop_position,,,,,yes,,
3095281245,node,Colegio Reyes Católicos,bus,35.286511,-2.9415861,,,,stop_position,,,,,yes,,
3095323815,node,Gral. Polavieja - Supersol,bus,35.2846,-2.9422387,,,,stop_position,,,,,yes,,
3095325000,node,Álvaro de Bazán,bus,35.2841544,-2.9414939,,,,stop_position,,,,,yes,,
3095343700,node,Álvaro de Bazán - Urgencias,bus,35.2828608,-2.9410727,,,,stop_position,,,,,yes,,
3095357217,node,Minas del Rif,bus,35.2785867,-2.9386744,,,,stop_position,,,,,yes,,
3095359529,node,Plaza de la Goleta,bus,35.2803095,-2.9396211,,,,stop_position,,,,,yes,,
3095361478,node,Minas del Rif,bus,35.2792106,-2.9395671,,,,stop_position,,,,,yes,,
3095362052,node,Mercado del Real,bus,35.2772081,-2.9393849,,,,stop_position,,,,,yes,,
3095362053,node,Mercado del Real,bus,35.2771013,-2.9393359,,,,stop_position,,,,,yes,,
3095368555,node,C/ Legión con C/ Zamora,bus,35.2764292,-2.9411467,,,,stop_position,,,,,yes,,
3095368556,node,C/ Legión con C/ Salamanca,bus,35.2765905,-2.9410928,,,,stop_position,,,,,yes,,
3095372108,node,C/ Legión C. P. Real,bus,35.2758436,-2.9432316,,,,stop_position,,,,,yes,,
3095372109,node,C/ Legión C. P. Real,bus,35.275794,-2.9429638,,,,stop_position,,,,,yes,,
3095376925,node,C/ Legión con C/ Cataluña,bus,35.275467,-2.9443248,,,,stop_position,,,,,yes,,
3095377357,node,C/ Legión con C/ Cataluña,bus,35.2753442,-2.9442475,,,,stop_position,,,,,yes,,
3095377421,node,C/ Legión con C/ Andalucía,bus,35.274726,-2.9464634,,,,stop_position,,,,,yes,,
3095377422,node,C/ Legión con C/ Andalucía,bus,35.2745965,-2.9463977,,,,stop_position,,,,,yes,,
3095381081,node,Urb. Altos del Real,bus,35.2742785,-2.948251,,,,stop_position,,,,,yes,,
