commune_norm;commune_x;taux_jeunesse;taux_vieillesse;INIV;nb_atm;IEDU;Indice_accessibilite_x;Indice_transport;indice_densite_routiere;Indice_POI;densite_norm;Indice_POI_norm;indice_densite_routiere_norm;indice_transport_norm_x;indice_transport_norm_y;commune_key;commune_y;latitude;longitude;densite
bouhouda;Bouhouda;31.8;13.0;0.3871;;0.443;2.3;0.0;4.59;0.04;0.0437324721978872;0.25;0.5066844919786097;0.3699866310160428;0.4792780748663101;bouhouda;bouhouda;34.5922378;-4.5492371;24823.0
bouizakarne;Bouizakarne;29.2;10.4;0.9837;;0.7659;9.75;0.0;18.88;1.54;0.0280973642416091;0.8967245989304813;0.9084224598930482;0.3699866310160428;0.8957219251336899;bouizakarne;bouizakarne;29.177425;-9.711408;15953.0
boujdour;Boujdour;30.1;6.9;0.9773;;0.6903;;;;;0.1002057065499997;0.0;0.0;0.0;0.0;boujdour;boujdour;26.1263378;-14.4836537;56861.0
boujedyane;Boujedyane;27.7;14.8;0.4822;;0.3099;1.51;0.0;2.97;0.11;0.0169395025321119;0.4699197860962567;0.2981283422459893;0.3699866310160428;0.2860962566844919;boujedyane;boujedyane;32.0;-6.0;9623.0
boujniba;Boujniba;25.3;18.5;0.9909;;0.8701;10.32;1.44;19.65;0.29;0.0259257235423831;0.6895053475935828;0.9144385026737968;0.8686497326203209;0.9024064171122996;boujniba;boujniba;32.898004;-6.776919;14721.0
boukhrisse;Boukhrisse;29.1;17.1;0.3689;;0.3831;1.2;0.0;2.41;0.0;0.0075972170565455;0.0875668449197861;0.2212566844919786;0.3699866310160428;0.1991978609625668;boukhrisse;boukhrisse;32.8668447;-6.1117993;4323.0
boukraa;Boukraa;22.8;15.7;0.9201;;0.588;;;;;0.0017785596311031;0.0;0.0;0.0;0.0;boukraa;boukraa;26.3575997;-12.8443515;1022.0
boulanouare;Boulanouare;25.3;16.5;0.8732;;0.8272;3.38;3.85;4.36;0.22;0.0264933114524081;0.63201871657754;0.4782754010695187;0.902072192513369;0.6490641711229946;boulanouare;boulanouare;32.8569415;-6.8789824;15043.0
boulaouane;Boulaouane;27.7;15.7;0.7843;;0.4334;2.3;0.0;4.49;0.29;0.0259592147544653;0.6895053475935828;0.4959893048128342;0.3699866310160428;0.4792780748663101;boulaouane;boulaouane;32.863798;-8.060124;14740.0
boulemane;Boulemane;24.0;17.2;0.9447;4.0;0.678;3.36;0.24;6.36;0.55;0.0118911429845605;0.7984625668449198;0.6574197860962567;0.7737299465240641;0.6463903743315508;boulemane;boulemane;33.3637958;-4.729575;6759.0
boumaiz;Boumaiz;29.3;12.6;0.7959;;0.6755;3.7;0.0;7.37;0.07;0.0399779310539331;0.3776737967914438;0.7112299465240641;0.3699866310160428;0.6821524064171123;boumaiz;boumaiz;34.2994863;-5.9212134;22693.0
boumalnedades;Boumalne-Dades;29.0;13.4;0.9455;2.0;0.7387;6.12;0.24;11.25;2.09;0.0212598688907181;0.9187834224598932;0.8315508021390374;0.7737299465240641;0.8228609625668449;boumalne-dades;boumalne-dades;31.372661;-5.986644;12074.0
boumerieme;Boumerieme;33.2;12.7;0.1989;;0.229;0.51;0.0;0.99;0.07;0.0141896977506244;0.3776737967914438;0.052807486631016;0.3699866310160428;0.0454545454545454;boumerieme;boumerieme;32.8283888;-3.6064825;8063.0
boumia;Boumia;27.1;12.9;0.9163;;0.622;2.36;0.0;4.68;0.11;0.0382434388071487;0.4699197860962567;0.518048128342246;0.3699866310160428;0.4943181818181818;boumia;boumia;32.725274;-5.101769;21709.0
bounaamane;Bounaamane;24.0;22.0;0.7975;;0.4924;2.85;0.0;5.65;0.11;0.0156298198701598;0.4699197860962567;0.6079545454545454;0.3699866310160428;0.5795454545454546;bounaamane;bounaamane;29.529984;-9.81502;8880.0
bounrar;Bounrar;27.7;18.3;0.2576;;0.395;1.36;0.0;2.7;0.07;0.0087817483470324;0.3776737967914438;0.2660427807486631;0.3699866310160428;0.2453208556149732;bounrar;bounrar;30.3107661;-8.7686644;4995.0
bouqachmir;Bouqachmir;25.4;17.0;0.0793;;0.2928;2.56;0.0;5.12;0.0;0.0050483595475513;0.0875668449197861;0.5655080213903744;0.3699866310160428;0.5377673796791443;bouqachmir;bouqachmir;33.5110391;-5.9303107;2877.0
bourd;Bourd;27.7;14.8;0.6189;;0.5415;1.5;0.0;2.99;0.04;0.0123089017879019;0.25;0.3011363636363636;0.3699866310160428;0.2840909090909091;bourd;bourd;34.7445412;-4.0882028;6996.0
bourrous;Bourrous;30.5;12.4;0.6682;;0.441;1.52;0.0;3.02;0.04;0.011110268934433;0.25;0.3051470588235294;0.3699866310160428;0.2881016042780748;bourrous;bourrous;31.7583523;-7.7795567;6316.0
bouskoura;Bouskoura;28.5;8.4;0.988;;0.7883;16.28;16.35;21.51;3.12;0.3526642259211405;0.9411764705882352;0.9231283422459892;0.9712566844919788;0.9435160427807486;bouskoura;bouskoura;33.456443;-7.650666;200084.0
boutferda;Boutferda;32.4;10.2;0.191;;0.351;1.12;0.0;2.15;0.22;0.0139940385642493;0.63201871657754;0.1901737967914438;0.3699866310160428;0.1798128342245989;boutferda;boutferda;32.3566884;-5.8351135;7952.0
boutrouch;Boutrouch;25.5;24.5;0.8071;;0.4968;1.71;0.0;3.4;0.04;0.0047240235989656;0.25;0.3609625668449198;0.3699866310160428;0.3419117647058823;boutrouch;boutrouch;29.3515688;-9.3746889;2693.0
bouyablane;Bouyablane;28.8;11.5;0.0601;;0.1817;1.7;0.0;3.35;0.11;0.0029154981465258;0.4699197860962567;0.347927807486631;0.3699866310160428;0.3365641711229946;bouyablane;bouyablane;33.7679785;-4.0625864;1667.0
bouyaomar;Bouya Omar;31.2;13.1;0.7946;;0.475;1.32;0.0;2.64;0.0;0.0258640292043369;0.0875668449197861;0.2586898395721925;0.3699866310160428;0.2366310160427807;bouya omar;bouya omar;31.7716372;-7.2031128;14686.0
bouzemmour;Bouzemmour;29.5;21.2;0.1031;;0.1507;1.27;0.0;2.53;0.04;0.0069221047287828;0.25;0.2436497326203208;0.3699866310160428;0.2215909090909091;bouzemmour;bouzemmour;31.0143224;-9.4320825;3940.0
bouzeroual;Bouzeroual;35.4;11.4;0.7248;;0.5381;3.46;0.0;6.92;0.0;0.017554683217201;0.0875668449197861;0.6895053475935828;0.3699866310160428;0.6597593582887701;bouzeroual;bouzeroual;30.4952966;-6.038031;9972.0
bouznika;Bouznika;25.6;13.1;0.9758;1.0;0.8041;4.97;0.0;8.92;2.53;0.0981715560898481;0.927807486631016;0.7700534759358288;0.3699866310160428;0.7737299465240641;bouznika;bouznika;33.781005;-7.1610294;55707.0
brachoua;Brachoua;25.3;16.4;0.7338;;0.6131;1.47;0.0;2.87;0.18;0.0202568952236243;0.5925802139037433;0.2877673796791444;0.3699866310160428;0.2747326203208556;brachoua;brachoua;33.719026;-6.6597111;11505.0
bradia;Bradia;28.3;16.5;0.907;;0.6502;2.11;0.0;4.16;0.15;0.0652073899240807;0.5387700534759359;0.4552139037433155;0.3699866310160428;0.4351604278074866;bradia;bradia;32.4206517;-6.5072251;37006.0
braksa;Braksa;29.5;14.2;0.7048;;0.4985;3.27;0.0;6.53;0.04;0.0122242924100099;0.25;0.6664438502673797;0.3699866310160428;0.6360294117647058;braksa;braksa;32.9494711;-6.4070929;6948.0
brarha;Brarha;26.1;17.6;0.0853;;0.2725;5.58;0.0;11.16;0.0;0.0116549418046122;0.0875668449197861;0.828542780748663;0.3699866310160428;0.8021390374331551;brarha;brarha;34.4575348;-4.3467792;6625.0
brikcha;Brikcha;23.2;17.5;0.3962;;0.4729;2.29;0.0;4.49;0.22;0.0154482622467667;0.63201871657754;0.4959893048128342;0.3699866310160428;0.4762700534759358;brikcha;brikcha;34.965241;-5.566101;8777.0
bsara;Bsara;30.3;15.1;0.6193;;0.483;2.35;0.0;4.67;0.07;0.0023302832827733;0.3776737967914438;0.5167112299465241;0.3699866310160428;0.4913101604278075;bsara;bsara;34.6796566;-2.2192524;1335.0
bzou;Bzou;26.3;18.9;0.8582;;0.7165;2.25;0.0;4.4;0.26;0.0239532674202776;0.660427807486631;0.4852941176470588;0.3699866310160428;0.4669117647058823;bzou;bzou;32.093525;-7.05072;13602.0
chahda;Chahda;28.8;15.1;0.7455;;0.5951;2.23;0.0;4.45;0.04;0.018395488910002;0.25;0.4906417112299465;0.3699866310160428;0.4615641711229946;chahda;chahda;32.3360644;-8.9188061;10449.0
chaibate;Chaibate;27.9;17.1;0.6708;;0.5158;2.55;0.0;5.09;0.04;0.017288516215916;0.25;0.5628342245989305;0.3699866310160428;0.536096256684492;chaibate;chaibate;33.0235727;-8.3150986;9821.0
chakrane;Chakrane;29.7;12.8;0.2686;;0.2606;1.15;0.0;2.28;0.07;0.0057763527364964;0.3776737967914438;0.2058823529411764;0.3699866310160428;0.186163101604278;chakrane;chakrane;34.9106944;-3.9842711;3290.0
charfmghogha;;;;;1.0;;22.3;40.38;16.61;9.4;;0.9786096256684492;0.8943850267379679;0.9923128342245988;0.962566844919786;;;31.1728205;-7.3362482;
charfsouani;;;;;;;47.03;18.03;80.66;6.46;;0.973596256684492;0.9966577540106952;0.9752673796791445;0.9946524064171124;;;31.1728205;-7.3362482;
charqaoua;Charqaoua;30.3;13.1;0.5726;;0.4993;3.02;0.0;6.02;0.04;0.0083093459871358;0.25;0.6363636363636364;0.3699866310160428;0.6012700534759359;charqaoua;charqaoua;34.1733052;-5.400277;4727.0
charrate;Charrate;27.7;13.0;0.8948;;0.6666;6.06;0.0;12.01;0.26;0.0198285602480464;0.660427807486631;0.8422459893048129;0.3699866310160428;0.8211898395721925;charrate;charrate;33.7714621;-7.0886136;11262.0
chbanate;Chbanate;27.2;15.3;0.7637;;0.6647;5.32;0.0;10.61;0.07;0.0181381353855808;0.3776737967914438;0.8175133689839572;0.3699866310160428;0.7901069518716578;chbanate;chbanate;34.2940427;-5.7656993;10303.0
chbika;Chbika;13.7;17.6;0.4037;;0.647;1.14;0.0;2.16;0.29;0.0002978955179944;0.6895053475935828;0.1921791443850267;0.3699866310160428;0.1838235294117647;chbika;chbika;28.2354372;-11.4485867;182.0
chefchaouen;Chefchaouen;24.8;13.1;0.9764;4.0;0.7852;12.05;2.16;13.96;22.11;0.0810698855834433;0.9899732620320856;0.8696524064171123;0.8786764705882353;0.9191176470588236;chefchaouen;chefchaouen;35.1700832;-5.2766583;46005.0
chichaoua;Chichaoua;30.5;9.7;0.9389;;0.7164;7.07;3.85;11.48;0.88;0.0673226243713787;0.8449197860962567;0.8352272727272727;0.902072192513369;0.8489304812834224;chichaoua;chichaoua;31.5463197;-8.7602644;38206.0
choara;Choara;31.2;11.7;0.8586;;0.6709;2.82;0.0;5.65;0.0;0.0215683405809491;0.0875668449197861;0.6079545454545454;0.3699866310160428;0.5782085561497327;choara;choara;31.7863915;-7.3118556;12249.0
chorfamdaghra;Chorfa M'daghra;31.8;12.1;0.9285;;0.8078;0.75;0.0;1.36;0.37;0.0307942881619141;0.7356283422459893;0.0905748663101604;0.3699866310160428;0.0919117647058823;chorfa m'daghra;chorfa m'daghra;31.8855388;-4.3660348;17483.0
chouafaa;Chouafaa;32.9;10.1;0.6303;;0.3398;4.69;0.0;9.37;0.04;0.037652935857278;0.25;0.7847593582887701;0.3699866310160428;0.7586898395721925;chouafaa;chouafaa;34.9429002;-6.177413;21374.0
chougrane;Chougrane;27.3;17.9;0.5276;;0.4424;3.62;0.0;7.22;0.07;0.0098305520938176;0.3776737967914438;0.704879679144385;0.3699866310160428;0.6744652406417112;chougrane;chougrane;32.8994717;-6.3825454;5590.0
chouihia;Chouihia;24.5;18.3;0.7823;;0.529;2.11;0.0;4.14;0.22;0.0198056452082007;0.63201871657754;0.4512032085561497;0.3699866310160428;0.4351604278074866;chouihia;chouihia;34.8120912;-2.6409328;11249.0
chtaiba;Chtaiba;33.5;13.5;0.7917;;0.5147;1.61;0.0;3.2;0.04;0.0149247417210605;0.25;0.3302139037433155;0.3699866310160428;0.3104946524064171;chtaiba;chtaiba;32.1866579;-7.3229488;8480.0
chtouka;Chtouka;30.1;11.8;0.6366;;0.4069;3.83;0.24;7.45;0.18;0.0670018138135385;0.5925802139037433;0.714572192513369;0.7737299465240641;0.7018716577540107;chtouka;chtouka;33.3132865;-8.165285;38024.0
dakhla;Dakhla;28.4;5.1;0.9671;;0.7515;;;;;0.28504546872714;0.0;0.0;0.0;0.0;dakhla;dakhla;23.6940663;-15.9431274;161723.0
daoura;Daoura;13.6;25.5;0.7821;;0.2687;;;;;0.0015670361863733;0.0;0.0;0.0;0.0;daoura;daoura;27.463737;-12.991156;902.0
darbelamri;Dar Bel Amri;32.5;10.8;0.7374;;0.6002;1.28;0.0;2.51;0.11;0.0572523457068672;0.4699197860962567;0.239639037433155;0.3699866310160428;0.2269385026737967;dar bel amri;dar bel amri;34.189104;-5.971499;32493.0
darbnikarrich;Dar Bni Karrich;28.5;11.5;0.9085;;0.6125;6.06;4.57;9.22;0.4;0.0178067486555041;0.7536764705882353;0.7820855614973262;0.90975935828877;0.8211898395721925;dar bni karrich;dar bni karrich;35.5320522;-5.4286143;10115.0
darbouazza;Dar Bouazza;28.6;8.5;0.9795;2.0;0.7577;26.7;13.46;43.54;4.44;0.5339292418823471;0.9578877005347594;0.9759358288770054;0.9672459893048128;0.9692513368983956;dar bouazza;dar bouazza;33.5215831;-7.8164369;302918.0
darchaffai;Dar Chaffai;31.9;12.4;0.437;;0.2033;3.27;0.0;6.54;0.0;0.030662086008958;0.0875668449197861;0.6677807486631016;0.3699866310160428;0.6360294117647058;dar chaffai;dar chaffai;32.548388;-7.500463;17408.0
darchaoui;Dar Chaoui;25.9;14.1;0.7721;;0.5884;3.67;9.13;1.8;0.15;0.0078545705809667;0.5387700534759359;0.141711229946524;0.9485294117647058;0.6801470588235294;dar chaoui;dar chaoui;35.5327437;-5.7181352;4469.0
darelhamra;Dar El Hamra;23.1;21.6;0.4864;;0.399;1.9;0.0;3.75;0.11;0.0062170265796835;0.4699197860962567;0.4040775401069518;0.3699866310160428;0.3850267379679144;dar el hamra;dar el hamra;33.7068323;-4.4226992;3540.0
darelkebdani;Dar El Kebdani;23.1;20.3;0.8573;;0.6011;1.94;0.0;3.78;0.26;0.0148612846876415;0.660427807486631;0.410427807486631;0.3699866310160428;0.3957219251336898;dar el kebdani;dar el kebdani;35.1192286;-3.3338008;8444.0
dargueddari;Dar Gueddari;30.2;11.1;0.9198;;0.7524;16.13;0.0;32.25;0.04;0.013771938947283;0.25;0.9598930481283422;0.3699866310160428;0.9425133689839572;dar gueddari;dar gueddari;34.4208162;-6.0941702;7826.0
darjamaa;Dar Jamaa;26.4;17.3;0.6256;;0.4205;1.82;0.0;3.64;0.0;0.0108775931452302;0.0875668449197861;0.393048128342246;0.3699866310160428;0.3693181818181818;dar jamaa;dar jamaa;31.2517184;-8.3752724;6184.0
darlaaslouji;Dar Laaslouji;32.7;9.8;0.5983;;0.4246;3.98;0.0;7.95;0.0;0.0635610324459337;0.0875668449197861;0.7393048128342246;0.3699866310160428;0.7122326203208557;dar laaslouji;dar laaslouji;34.4103021;-6.0265945;36072.0
darouldzidouh;Dar Ould Zidouh;30.7;13.9;0.8507;;0.6352;4.62;0.0;9.19;0.11;0.0530571307197261;0.4699197860962567;0.7814171122994652;0.3699866310160428;0.7533422459893048;dar ould zidouh;dar ould zidouh;32.308189;-6.9065404;30113.0
daroumsoltane;Dar Oum Soltane;27.2;14.0;0.8572;;0.6747;6.39;0.0;12.76;0.04;0.0108775931452302;0.25;0.8536096256684492;0.3699866310160428;0.8302139037433155;dar oum soltane;dar oum soltane;33.9004968;-5.6406209;6184.0
darsiaissa;Dar Si Aissa;29.4;14.2;0.6878;;0.4729;3.75;0.0;7.47;0.07;0.0210395319691246;0.3776737967914438;0.7172459893048129;0.3699866310160428;0.6891711229946524;dar si aissa;dar si aissa;32.3847076;-9.0350086;11949.0
dayataoua;Dayat-Aoua;31.6;9.9;0.6972;;0.5393;1.38;0.0;2.67;0.22;0.0212140388110267;0.63201871657754;0.2623663101604278;0.3699866310160428;0.2520053475935829;dayat-aoua;dayat-aoua;33.5692717;-4.9708565;12048.0
dcheira;Dcheira;14.9;29.0;0.8228;;0.6322;;;;;0.0015652734910005;0.0;0.0;0.0;0.0;dcheira;dcheira;27.0275222;-12.8496666;901.0
dcheiraeljihadia;Dcheira El Jihadia;24.6;12.1;0.9884;1.0;0.8563;19.97;13.46;29.75;5.29;0.1951286150678725;0.9649064171122996;0.9512032085561496;0.9672459893048128;0.9585561497326204;dcheira el jihadia;dcheira el jihadia;30.375281;-9.528495;110712.0
debdou;Debdou;26.2;17.1;0.9676;;0.7146;5.01;0.0;9.93;0.22;0.007810503196648;0.63201871657754;0.803475935828877;0.3699866310160428;0.7754010695187166;debdou;debdou;33.986368;-3.039726;4444.0
demnate;Demnate;26.8;13.0;0.9451;2.0;0.6827;7.36;0.0;14.23;1.21;0.0592530049549366;0.8766711229946524;0.8716577540106952;0.3699866310160428;0.8526069518716578;demnate;demnate;31.732224;-7.002676;33628.0
derdara;Derdara;29.3;11.5;0.5794;;0.5451;1.64;0.48;2.8;0.48;0.0198532379832649;0.777072192513369;0.2787433155080214;0.8235294117647058;0.3175133689839572;derdara;derdara;35.110272;-5.2871588;11276.0
deroua;Deroua;29.4;9.3;0.9851;;0.784;7.05;1.44;12.57;1.65;0.1698709530717611;0.901403743315508;0.8472593582887701;0.8686497326203209;0.8475935828877005;deroua;deroua;33.3717782;-7.5358349;96383.0
direlksiba;Dir El Ksiba;27.4;13.9;0.8223;;0.6255;2.59;0.0;5.14;0.11;0.0455445230410725;0.4699197860962567;0.5685160427807486;0.3699866310160428;0.5441176470588235;dir el ksiba;dir el ksiba;32.5736125;-6.0923676;25851.0
dkhissa;Dkhissa;30.5;10.7;0.8867;;0.7275;2.08;0.96;3.36;0.55;0.0497044841207587;0.7984625668449198;0.3502673796791444;0.8582887700534759;0.4274732620320856;dkhissa;dkhissa;33.9373089;-5.4666399;28211.0
douirane;Douirane;32.0;12.4;0.5684;;0.4761;0.71;0.0;1.38;0.11;0.0303906309215547;0.4699197860962567;0.0925802139037433;0.3699866310160428;0.0825534759358288;douirane;douirane;31.1954915;-8.7340724;17254.0
drargua;Drargua;30.6;8.2;0.9484;;0.7347;6.2;10.1;5.62;1.8;0.1894086685833041;0.9080882352941176;0.6059491978609626;0.9518716577540108;0.8248663101604278;drargua;drargua;30.3820295;-9.4764214;107467.0
driouch;Driouch;28.1;12.8;0.9037;;0.5958;10.07;0.0;19.56;1.43;0.0275685556297846;0.8907085561497327;0.912433155080214;0.3699866310160428;0.8997326203208557;driouch;driouch;34.97694;-3.391005;15653.0
dzouz;Dzouz;32.4;12.8;0.8308;;0.6011;1.15;0.0;2.3;0.0;0.020293911826452;0.0875668449197861;0.2088903743315508;0.3699866310160428;0.186163101604278;dzouz;dzouz;31.8591071;-7.2790202;11526.0
echateaelabied;Echatea El Abied;20.5;24.5;0.8718;;0.5619;2.45;0.0;4.88;0.07;0.0016022900938282;0.3776737967914438;0.5461229946524064;0.3699866310160428;0.5130347593582888;echatea el abied;echatea el abied;28.946969;-10.5020028;922.0
echchallalate;Ech-challalate;30.7;8.7;0.9434;1.0;0.7629;9.71;4.81;16.36;0.44;0.1727406211385954;0.767379679144385;0.891042780748663;0.9134358288770054;0.8943850267379679;ech-challalate;ech-challalate;33.61207;-7.4317;98011.0
echemmaia;Echemmaia;28.2;12.9;0.936;;0.7321;2.79;0.0;5.33;0.62;0.0458318423868305;0.8125;0.5879010695187166;0.3699866310160428;0.5728609625668449;echemmaia;echemmaia;32.0663172;-8.6449874;26014.0
eddachra;Eddachra;32.5;13.8;0.8565;;0.6434;0.82;0.0;1.64;0.0;0.0121908011979277;0.0875668449197861;0.1186497326203208;0.3699866310160428;0.1052807486631016;eddachra;eddachra;32.2064665;-7.1423381;6929.0
eddir;Eddir;28.2;13.3;0.7077;;0.4557;0.78;0.0;1.57;0.0;0.0136679399202909;0.0875668449197861;0.1126336898395722;0.3699866310160428;0.0995989304812834;eddir;eddir;30.5520879;-9.2725112;7767.0
elaamria;El Aamria;30.5;13.0;0.8466;;0.5881;1.55;0.0;3.06;0.11;0.0151609429010087;0.4699197860962567;0.3101604278074866;0.3699866310160428;0.2974598930481283;el aamria;el aamria;32.2128217;-7.2500995;8614.0
elaaroui;Al Aaroui;26.1;14.6;0.9075;;0.6238;8.68;4.81;13.78;1.73;0.081990012568018;0.9044117647058824;0.8669786096256684;0.9134358288770054;0.8776737967914439;al aaroui;al aaroui;35.010185;-3.012265;46527.0
elaiounsidimellouk;El Aioun Sidi Mellouk;25.1;16.8;0.9117;;0.7057;18.01;0.24;35.66;0.55;0.0716271264716303;0.7984625668449198;0.9699197860962568;0.7737299465240641;0.9552139037433156;el aioun sidi mellouk;el aioun sidi mellouk;34.578344;-2.502961;40648.0
elargoub;El Argoub;2.0;2.5;0.925;;0.8443;;;;;0.0185876227056316;0.0;0.0;0.0;0.0;el argoub;el argoub;23.559154;-15.899411;10558.0
elatef;El Atef;33.3;9.7;0.0845;;0.1567;1.85;0.0;3.68;0.04;0.0016146289614375;0.25;0.3970588235294117;0.3699866310160428;0.3760026737967914;el atef;el atef;33.8010988;-3.0420979;929.0
elbahraoyine;Al Bahraoyine;31.7;9.0;0.9186;;0.7087;5.07;8.17;5.16;0.18;0.0272230673367259;0.5925802139037433;0.571524064171123;0.9425133689839572;0.7787433155080213;al bahraoyine;al bahraoyine;35.7571242;-5.7037336;15457.0
elbarkanyene;Al Barkanyene;21.5;21.6;0.6731;;0.6204;1.42;0.0;2.69;0.37;0.003992505019275;0.7356283422459893;0.2647058823529412;0.3699866310160428;0.2647058823529412;al barkanyene;al barkanyene;35.0574753;-2.552952;2278.0
elbeddouza;El Beddouza;31.1;11.5;0.6169;;0.4367;3.08;0.0;6.08;0.22;0.0251413241015101;0.63201871657754;0.6380347593582888;0.3699866310160428;0.6096256684491979;el beddouza;el beddouza;32.5379238;-9.2221284;14276.0
elbibane;El Bibane;26.2;17.4;0.5736;;0.5928;1.93;0.0;3.62;0.59;0.0102941409768505;0.8068181818181818;0.3883689839572192;0.3699866310160428;0.393048128342246;el bibane;el bibane;34.6288674;-4.8573812;5853.0
elborj;El Borj;22.8;20.0;0.1995;;0.45;1.4;0.0;2.72;0.22;0.0057340480475504;0.63201871657754;0.2677139037433155;0.3699866310160428;0.2586898395721925;el borj;el borj;33.0344104;-5.5908867;3266.0
elborouj;El Borouj;27.2;13.6;0.9033;1.0;0.6677;11.67;0.0;23.14;0.48;0.0342333068341462;0.777072192513369;0.929144385026738;0.3699866310160428;0.9161096256684492;el borouj;el borouj;32.504976;-7.192731;19434.0
elbsabsa;El Bsabsa;33.5;13.1;0.3217;;0.3762;1.54;0.0;3.07;0.0;0.0131549955668211;0.0875668449197861;0.3125;0.3699866310160428;0.2927807486631016;el bsabsa;el bsabsa;34.3145174;-4.7233648;7476.0
elfaid;El Faid;26.6;20.0;0.7259;;0.4731;0.74;0.0;1.4;0.22;0.0185788092287678;0.63201871657754;0.0939171122994652;0.3699866310160428;0.0892379679144385;el faid;el faid;30.612356;-8.208654;10553.0
elfida;Al-Fida;16.8;22.2;0.9806;1.0;0.8295;56.37;18.75;99.93;3.89;0.2216836208583268;0.953542780748663;0.9993315508021392;0.9769385026737968;0.9993315508021392;al-fida;al-fida;33.5649078;-7.5965827;125777.0
elfoqra;El Foqra;29.3;16.8;0.7761;;0.5359;2.74;0.0;5.49;0.0;0.0052034767403532;0.0875668449197861;0.5972593582887701;0.3699866310160428;0.5685160427807486;el foqra;el foqra;32.7315522;-6.942202;2965.0
elgantour;El Gantour;28.2;14.8;0.8219;;0.6654;1.81;0.0;3.61;0.04;0.0304188340475187;0.25;0.3860294117647059;0.3699866310160428;0.365975935828877;el gantour;el gantour;32.227266;-8.4554247;17270.0
elganzra;El Ganzra;30.7;13.3;0.5383;;0.5328;1.01;0.0;2.03;0.0;0.0242758406734906;0.0875668449197861;0.1721256684491978;0.3699866310160428;0.1473930481283422;el ganzra;el ganzra;34.0222134;-5.95122;13785.0
elgara;El Gara;25.0;15.6;0.9472;;0.7241;15.31;0.0;30.58;0.11;0.0360524084588225;0.4699197860962567;0.9552139037433156;0.3699866310160428;0.9364973262032086;el gara;el gara;33.277113;-7.2331554;20466.0
elghiate;El Ghiate;30.8;15.4;0.4357;;0.3986;1.51;0.0;3.0;0.07;0.040707686938251;0.3776737967914438;0.303475935828877;0.3699866310160428;0.2860962566844919;el ghiate;el ghiate;31.9834952;-9.1445812;23107.0
elgouraani;El Gouraani;30.6;14.7;0.7143;;0.5784;1.76;0.0;3.51;0.04;0.0191181940128288;0.25;0.3746657754010695;0.3699866310160428;0.3542780748663101;el gouraani;el gouraani;32.3147031;-8.7750454;10859.0
elgouzate;El Gouzate;27.9;16.1;0.2487;;0.5651;5.69;0.0;11.37;0.04;0.0104510208650251;0.25;0.8322192513368984;0.3699866310160428;0.8048128342245989;el gouzate;el gouzate;34.5020172;-4.1567651;5942.0
elguerdane;El Guerdane;27.0;11.7;0.9368;;0.7423;13.0;0.0;25.92;0.18;0.0242018074678352;0.5925802139037433;0.9385026737967914;0.3699866310160428;0.9264705882352942;el guerdane;el guerdane;30.3663044;-9.021054;13743.0
elhagounia;El Hagounia;22.1;13.9;0.7105;;0.6959;;;;;0.0009659570642661;0.0;0.0;0.0;0.0;el hagounia;el hagounia;27.4264728;-12.3913648;561.0
elhajeb;El Hajeb;25.0;14.5;0.9793;;0.7906;8.29;0.24;15.21;3.08;0.0717804809690594;0.9391711229946524;0.8836898395721925;0.7737299465240641;0.8723262032085561;el hajeb;el hajeb;33.6987515;-5.4928593;40735.0
elhammam;El Hammam;23.8;19.1;0.5768;;0.5244;1.3;0.0;2.55;0.15;0.0170699419896952;0.5387700534759359;0.2476604278074866;0.3699866310160428;0.2332887700534759;el hammam;el hammam;33.2836164;-5.6609278;9697.0
