commune_norm;commune_x;taux_jeunesse;taux_vieillesse;INIV;nb_atm;IEDU;Indice_accessibilite_x;Indice_transport;indice_densite_routiere;Indice_POI;densite_norm;Indice_POI_norm;indice_densite_routiere_norm;indice_transport_norm_x;indice_transport_norm_y;commune_key;commune_y;latitude;longitude;densite
lehri;Lehri;26.5;15.5;0.4577;;0.5476;0.54;0.0;1.07;0.04;0.0152578911465099;0.25;0.0584893048128342;0.3699866310160428;0.0481283422459893;lehri;lehri;32.8312556;-5.5928037;8669.0
lgharbia;Lgharbia;27.2;15.9;0.7422;;0.6086;4.83;0.0;9.64;0.04;0.0396870863174297;0.25;0.7957887700534759;0.3699866310160428;0.7677139037433155;lgharbia;lgharbia;32.5799684;-8.8719742;22528.0
lkheng;Lkheng;31.5;11.8;0.9297;;0.7915;0.57;0.24;0.72;0.7;0.0320916319562569;0.8228609625668449;0.034090909090909;0.7737299465240641;0.0544786096256684;lkheng;lkheng;31.9681113;-4.4747394;18219.0
lmechrek;Lmechrek;28.6;14.9;0.7434;;0.5473;3.77;0.0;7.53;0.04;0.0277747909883961;0.25;0.7212566844919787;0.3699866310160428;0.6931818181818182;lmechrek;lmechrek;32.6933136;-8.4525962;15770.0
louadaine;Louadaine;31.4;11.8;0.5509;;0.3654;1.7;0.0;3.38;0.04;0.0202886237403338;0.25;0.3549465240641711;0.3699866310160428;0.3365641711229946;louadaine;louadaine;34.2264586;-4.9530265;11523.0
louadlakhdar;Louad Lakhdar;33.1;14.4;0.6978;;0.5753;1.06;0.0;2.11;0.0;0.0160599175411104;0.0875668449197861;0.1858288770053476;0.3699866310160428;0.1620989304812834;louad lakhdar;louad lakhdar;32.49358;-8.14545;9124.0
loualidia;Loualidia;30.8;11.4;0.753;1.0;0.5646;5.22;0.0;9.71;1.84;0.038255777674758;0.910427807486631;0.7967914438502673;0.3699866310160428;0.7867647058823529;loualidia;loualidia;32.7097639;-8.9626018;21716.0
loudaya;Loudaya;29.1;11.8;0.8334;;0.6202;7.46;6.25;10.82;0.88;0.0673931321862887;0.8449197860962567;0.8228609625668449;0.9261363636363636;0.857620320855615;loudaya;loudaya;31.6448217;-8.2780466;38246.0
loulad;Loulad;30.5;11.7;0.9002;;0.6606;16.7;0.0;33.36;0.11;0.0101495999562851;0.4699197860962567;0.9632352941176472;0.3699866310160428;0.947192513368984;loulad;loulad;32.991959;-7.128576;5771.0
loulja;Loulja;31.6;13.2;0.2662;;0.2192;1.48;0.0;2.94;0.04;0.0240889949639793;0.25;0.2947860962566845;0.3699866310160428;0.2794117647058823;loulja;loulja;34.2915407;-4.9081964;13679.0
lounasda;Lounasda;36.0;12.5;0.6373;;0.4844;1.98;0.0;3.96;0.0;0.0191305328804381;0.0875668449197861;0.4341577540106952;0.3699866310160428;0.4087566844919786;lounasda;lounasda;32.1914883;-7.4036831;10866.0
louta;Louta;27.2;14.5;0.806;;0.5598;4.19;0.0;8.35;0.07;0.0077470461632291;0.3776737967914438;0.7526737967914439;0.3699866310160428;0.7252673796791443;louta;louta;35.1106162;-3.889094;4408.0
lqliaa;Lqliaa;28.0;9.0;0.961;;0.6927;6.04;6.73;7.18;2.13;0.1786262609882022;0.920120320855615;0.7032085561497327;0.9301470588235294;0.8201871657754011;lqliaa;lqliaa;30.29865;-9.4620176;101350.0
maadna;Maadna;28.1;17.3;0.6414;;0.3675;4.94;0.0;9.88;0.0;0.0097952981863627;0.0875668449197861;0.8014705882352942;0.3699866310160428;0.7727272727272727;maadna;maadna;32.9403608;-6.4949478;5570.0
maarif;Maârif;15.3;23.7;0.9926;5.0;0.7279;54.9;40.62;75.58;24.61;0.2451962144354174;0.9913101604278076;0.9946524064171124;0.9933155080213903;0.998663101604278;maarif;maarif;33.5836296;-7.6367005;139116.0
maatarka;Maatarka;36.9;9.3;0.2093;;0.1893;0.48;0.0;0.94;0.07;0.0115262650424016;0.3776737967914438;0.0487967914438502;0.3699866310160428;0.0417780748663101;maatarka;maatarka;33.1352458;-2.4660496;6552.0
maaziz;Maaziz;22.5;20.6;0.7682;;0.6063;2.11;0.0;4.2;0.04;0.0190353473303097;0.25;0.4598930481283422;0.3699866310160428;0.4351604278074866;maaziz;maaziz;33.6680618;-6.3207189;10812.0
machraabenabbou;Machraa Ben Abbou;30.4;13.1;0.7872;;0.508;1.95;0.24;3.75;0.0;0.0164247954832693;0.0875668449197861;0.4040775401069518;0.7737299465240641;0.3987299465240642;machraa ben abbou;machraa ben abbou;32.6466661;-7.800893;9331.0
machraaelain;Machraa El Ain;24.9;15.5;0.9242;;0.6936;8.74;0.0;17.46;0.07;0.0215383747596124;0.3776737967914438;0.8977272727272727;0.3699866310160428;0.8796791443850267;machraa el ain;machraa el ain;30.4280838;-8.8976063;12232.0
madagh;Madagh;24.1;18.1;0.9348;;0.6649;2.33;0.0;4.55;0.26;0.0249192244845438;0.660427807486631;0.5040106951871658;0.3699866310160428;0.4869652406417112;madagh;madagh;35.008654;-2.336222;14150.0
maghraoua;Maghraoua;26.3;16.5;0.0746;;0.3387;2.94;0.0;5.78;0.26;0.0119122953290335;0.660427807486631;0.6129679144385026;0.3699866310160428;0.589572192513369;maghraoua;maghraoua;33.9321143;-4.0455509;6771.0
majjat;Majjat;29.2;12.9;0.6849;;0.5006;0.95;0.48;1.53;0.22;0.0258763680719461;0.63201871657754;0.1066176470588235;0.8235294117647058;0.1353609625668449;majjat;majjat;31.4598393;-8.5391557;14693.0
majjate;Majjate;30.5;10.4;0.9193;;0.8095;9.35;0.0;18.3;0.99;0.0363873205796447;0.8586229946524064;0.9044117647058824;0.3699866310160428;0.8893716577540107;majjate;majjate;33.8184108;-5.5131869;20656.0
majmaatolba;Majmaa Tolba;26.5;14.0;0.6933;;0.6403;3.39;0.0;6.77;0.04;0.0272036776876257;0.25;0.6811497326203209;0.3699866310160428;0.6507352941176471;majmaa tolba;majmaa tolba;33.7184874;-5.9904613;15446.0
mallalienne;Mallalienne;26.9;12.4;0.9147;;0.6308;2.39;2.64;3.15;0.11;0.0191446344434201;0.4699197860962567;0.3228609625668449;0.8850267379679144;0.5016711229946524;mallalienne;mallalienne;35.6263117;-5.3415171;10874.0
malloussa;Malloussa;31.9;9.4;0.7887;;0.4856;7.8;10.82;8.94;0.44;0.0320369883997017;0.767379679144385;0.7720588235294118;0.9545454545454546;0.8633021390374331;malloussa;malloussa;35.7316223;-5.6376128;18188.0
mansoura;Mansoura;31.2;9.6;0.5068;;0.4467;0.0;0.0;0.0;0.0;0.0238193025719488;0.0875668449197861;0.0020053475935828;0.3699866310160428;0.0020053475935828;mansoura;mansoura;34.8359972;-4.9655415;13526.0
marchouch;Marchouch;26.3;16.7;0.7342;;0.5218;1.7;0.0;3.41;0.0;0.0187727057197702;0.0875668449197861;0.3643048128342246;0.3699866310160428;0.3365641711229946;marchouch;marchouch;33.5633084;-6.6796009;10663.0
marrakechmedina;Marrakech-Médina;18.1;22.2;0.9508;20.0;0.7805;26.33;13.22;29.79;37.35;0.1421049755602286;0.997326203208556;0.9518716577540108;0.9655748663101604;0.9685828877005348;marrakech-medina;marrakech-medina;31.6291413;-7.9857622;
martil;Martil;26.0;11.1;0.9706;1.0;0.7725;13.37;8.17;20.36;3.71;0.1690107577298598;0.9498663101604278;0.9184491978609626;0.9425133689839572;0.93048128342246;martil;martil;35.617441;-5.274154;95895.0
masmouda;Masmouda;23.7;18.1;0.7063;;0.5035;2.41;0.0;4.8;0.04;0.025701861230044;0.25;0.5350935828877005;0.3699866310160428;0.5063502673796791;masmouda;masmouda;34.786229;-5.707764;14594.0
massa;Massa;23.3;17.2;0.9513;;0.7342;4.37;5.77;5.06;0.55;0.0314482481452037;0.7984625668449198;0.5608288770053476;0.920120320855615;0.7362967914438503;massa;massa;29.972463;-9.6409;17854.0
matmata;Matmata;25.7;18.6;0.855;;0.6414;3.62;0.24;6.94;0.4;0.020538926483264;0.7536764705882353;0.6905080213903744;0.7737299465240641;0.6744652406417112;matmata;matmata;34.0983766;-4.5508579;11665.0
mayate;Mayate;32.1;11.7;0.7199;;0.5343;1.55;0.0;3.09;0.04;0.0201476081105139;0.25;0.3145053475935829;0.3699866310160428;0.2974598930481283;mayate;mayate;32.2433436;-7.5518022;11443.0
mazguitam;Mazguitam;29.1;15.1;0.5192;;0.5449;0.8;0.0;1.56;0.11;0.0107841702904745;0.4699197860962567;0.1112967914438502;0.3699866310160428;0.1029411764705882;mazguitam;mazguitam;34.499625;-3.641508;6131.0
mdiq;M'diq;27.5;10.8;0.9457;;0.7043;8.98;7.21;12.69;2.35;0.1187704142157856;0.9234625668449198;0.8506016042780749;0.9354946524064172;0.88201871657754;m'diq;m'diq;35.6833598;-5.3232161;67393.0
mechouardecasablanca;;;;;;;25.06;0.0;49.72;0.99;;0.8586229946524064;0.982620320855615;0.3699866310160428;0.9665775401069518;;;31.1728205;-7.3362482;
mechouarfeseljadid;Méchouar-Fès-El Jadid;19.9;19.8;0.8838;2.0;0.6814;34.1;0.24;67.35;1.76;0.0263963632069069;0.9064171122994652;0.9919786096256684;0.7737299465240641;0.9799465240641712;mechouar-fes-el jadid;mechouar-fes-el jadid;32.0;-6.0;
mechouarkasba;Méchouar-Kasba;16.0;24.5;0.9665;4.0;0.7869;16.07;4.33;28.03;3.78;0.0211047516979163;0.9512032085561496;0.945855614973262;0.9070855614973262;0.9418449197860964;mechouar-kasba;mechouar-kasba;31.5971984;-7.9870581;
mechraabelksiri;Mechraa Bel Ksiri;25.4;14.7;0.9618;;0.7488;6.51;0.96;11.82;1.54;0.0574673945423425;0.8967245989304813;0.8409090909090909;0.8582887700534759;0.8328877005347594;mechraa bel ksiri;mechraa bel ksiri;34.4763364;-5.626649;32615.0
mechraahammadi;Mechraa Hammadi;22.4;19.8;0.2469;;0.2922;2.12;0.0;4.16;0.18;0.0076060305334092;0.5925802139037433;0.4552139037433155;0.3699866310160428;0.4388368983957219;mechraa hammadi;mechraa hammadi;34.733519;-2.799057;4328.0
medina;Médina;24.4;11.5;0.9892;;0.8098;;;;;0.6036861485634915;0.0;0.0;0.0;0.0;medina;medina;31.6329766;-7.9884912;
mediouna;Mediouna;28.1;10.8;0.9749;;0.8096;25.81;4.81;48.49;0.62;0.0520682586156143;0.8125;0.9799465240641712;0.9134358288770054;0.9679144385026738;mediouna;mediouna;35.7718665;-5.9089654;29552.0
mehdya;Mehdya;27.1;10.1;0.9815;1.0;0.8449;18.32;7.93;30.24;4.11;0.1031405943456257;0.9545454545454546;0.9538770053475936;0.940173796791444;0.9565508021390374;mehdya;mehdya;34.2559173;-6.6577278;58526.0
mejji;Mejji;28.3;15.9;0.6741;;0.4869;2.46;0.24;4.75;0.07;0.011397588280191;0.3776737967914438;0.5267379679144385;0.7737299465240641;0.5150401069518716;mejji;mejji;31.5596327;-9.3441172;6479.0
meknassaacharqia;Meknassa Acharqia;27.3;16.7;0.6183;;0.2438;1.47;0.0;2.86;0.18;0.0091201858586001;0.5925802139037433;0.2860962566844919;0.3699866310160428;0.2747326203208556;meknassa acharqia;meknassa acharqia;34.3096602;-3.9633018;5187.0
meknassaelgharbia;Meknassa Al Gharbia;26.0;16.9;0.7514;;0.5382;1.68;0.0;3.35;0.0;0.0060090285256992;0.0875668449197861;0.347927807486631;0.3699866310160428;0.3285427807486631;meknassa al gharbia;meknassa al gharbia;34.2714043;-4.0671754;3422.0
meknes;Meknès;22.6;17.2;0.9731;6.0;0.8408;42.82;72.36;26.31;39.77;0.966676243978192;0.9979946524064172;0.9418449197860964;0.9983288770053476;0.9906417112299464;meknes;meknes;33.8984131;-5.5321582;
melaab;Melaab;33.2;13.2;0.7925;;0.5811;1.39;0.0;2.48;0.77;0.030346563537236;0.8325534759358288;0.2302807486631016;0.3699866310160428;0.2553475935828877;melaab;melaab;31.4834445;-4.7562462;17229.0
melgelouidane;Melg El Ouidane;27.8;14.2;0.753;;0.4405;3.0;0.24;5.76;0.26;0.014094512200496;0.660427807486631;0.6122994652406417;0.7737299465240641;0.5992647058823529;melg el ouidane;melg el ouidane;34.5290218;-2.9480541;8009.0
melilia;Melilia;0.0;0.0;0.7525;1.0;0.5494;19.99;1.68;38.96;0.04;0.0;0.25;0.9732620320855616;0.8723262032085561;0.9592245989304812;melilia;melilia;34.261341;-6.594619;
mellila;Mellila;29.0;13.9;0.7335;;0.4428;2.18;0.0;4.35;0.04;0.0276337753585763;0.25;0.4762700534759358;0.3699866310160428;0.4542112299465241;mellila;mellila;33.3894614;-7.1474588;15690.0
menara;Ménara;24.9;13.2;0.9949;3.0;0.8628;35.29;63.22;26.48;15.42;0.915579230512962;0.9866310160427808;0.9425133689839572;0.9959893048128342;0.982620320855615;menara;menara;31.6285553;-8.0575498;
merselkheir;Mers El Kheir;27.7;10.1;0.9677;;0.7655;5.99;2.16;10.54;0.37;0.0467660709343871;0.7356283422459893;0.8161764705882353;0.8786764705882353;0.8188502673796791;mers el kheir;mers el kheir;33.8745842;-6.9078166;26544.0
merssultan;Mers-Sultan;15.8;23.4;0.9705;1.0;0.8398;43.69;12.98;77.34;5.62;0.1718910019689307;0.9665775401069518;0.9959893048128342;0.964572192513369;0.9919786096256684;mers-sultan;mers-sultan;33.5697535;-7.608839;97529.0
meskala;Meskala;30.3;15.8;0.7223;;0.4229;2.81;0.0;5.62;0.0;0.0076941653020466;0.0875668449197861;0.6059491978609626;0.3699866310160428;0.5765374331550802;meskala;meskala;31.380766;-9.3722086;4378.0
meskoura;Meskoura;28.4;14.0;0.6557;;0.4528;1.54;0.0;3.06;0.04;0.0108335257609115;0.25;0.3101604278074866;0.3699866310160428;0.2927807486631016;meskoura;meskoura;32.6250277;-7.21892;6159.0
messassa;Messassa;34.4;13.2;0.5506;;0.4286;0.77;0.0;1.54;0.0;0.0144223735398272;0.0875668449197861;0.1089572192513369;0.3699866310160428;0.0962566844919786;messassa;messassa;34.2569857;-4.5270612;8195.0
mestegmer;Mestegmer;25.1;18.4;0.704;;0.5027;2.17;0.0;4.3;0.11;0.0093035061773659;0.4699197860962567;0.4709224598930481;0.3699866310160428;0.4515374331550802;mestegmer;mestegmer;34.4832479;-2.6993649;5291.0
mestferki;Mestferki;28.3;16.7;0.5978;;0.3317;2.31;0.0;4.6;0.04;0.0074967434202988;0.25;0.5086898395721925;0.3699866310160428;0.481951871657754;mestferki;mestferki;34.4952203;-2.2630994;4266.0
mesti;Mesti;24.0;18.3;0.774;;0.5889;3.44;0.0;6.81;0.18;0.0043873487827707;0.5925802139037433;0.6858288770053476;0.3699866310160428;0.6560828877005348;mesti;mesti;29.2635566;-10.1110697;2502.0
metrane;Metrane;27.3;19.0;0.8163;;0.4386;2.6;0.0;5.19;0.0;0.0161921196940665;0.0875668449197861;0.5752005347593583;0.3699866310160428;0.5471256684491979;metrane;metrane;32.6344272;-8.245396;9199.0
mettouh;Mettouh;27.2;16.7;0.8063;;0.4668;2.33;0.0;4.64;0.04;0.0459376041091954;0.25;0.5127005347593583;0.3699866310160428;0.4869652406417112;mettouh;mettouh;32.8906868;-8.1796329;26074.0
mezguita;Mezguita;29.2;14.5;0.8074;;0.6501;9.54;0.0;18.96;0.29;0.0124640189807037;0.6895053475935828;0.90975935828877;0.3699866310160428;0.892379679144385;mezguita;mezguita;30.6806224;-6.3825593;7084.0
mezraoua;Mezraoua;28.8;14.1;0.6504;;0.3861;1.71;0.0;3.4;0.04;0.013569228979417;0.25;0.3609625668449198;0.3699866310160428;0.3419117647058823;mezraoua;mezraoua;34.5247457;-4.7348812;7711.0
mfassis;M'fassis;28.0;16.7;0.8449;;0.7566;2.94;0.0;5.89;0.0;0.008679512015413;0.0875668449197861;0.6246657754010695;0.3699866310160428;0.589572192513369;m'fassis;m'fassis;32.8139513;-6.7910112;4937.0
mgarto;M'garto;26.9;17.9;0.79;;0.4537;2.58;0.0;5.17;0.0;0.013211401818749;0.0875668449197861;0.5725267379679144;0.3699866310160428;0.5411096256684492;m'garto;m'garto;33.1758062;-7.1561015;7508.0
mghogha;Mghogha;26.4;9.5;0.9734;;0.791;;;;;0.4444883159737217;0.0;0.0;0.0;0.0;mghogha;mghogha;35.7487231;-5.7794545;252177.0
mhajer;M'hajer;24.9;18.2;0.7801;;0.4396;2.57;0.0;5.1;0.11;0.0140927495051232;0.4699197860962567;0.5638368983957219;0.3699866310160428;0.5387700534759359;m'hajer;m'hajer;35.106168;-3.5007227;8008.0
mhamidelghizlane;M'hamid El Ghizlane;28.9;12.8;0.7935;2.0;0.7108;0.52;0.24;0.09;2.02;0.010766543336747;0.9154411764705882;0.0063502673796791;0.7737299465240641;0.0467914438502673;m'hamid el ghizlane;m'hamid el ghizlane;29.8273291;-5.7238782;6121.0
mhaya;M'haya;31.6;10.9;0.7664;;0.5358;2.68;0.72;4.8;0.33;0.0529566570834794;0.7162433155080213;0.5350935828877005;0.8462566844919787;0.5611631016042781;m'haya;m'haya;33.976917;-5.249915;30056.0
mibladen;Mibladen;29.8;12.8;0.4911;;0.422;1.72;0.0;3.39;0.11;0.0053568312377823;0.4699197860962567;0.3576203208556149;0.3699866310160428;0.3455882352941176;mibladen;mibladen;32.765627;-4.63014;3052.0
midar;Midar;25.0;16.9;0.8927;;0.654;2.48;0.48;4.01;1.65;0.0270309335410963;0.901403743315508;0.4364973262032086;0.8235294117647058;0.5197192513368984;midar;midar;34.9350902;-3.5317229;15348.0
midelt;Midelt;26.6;14.4;0.9636;2.0;0.8408;10.43;0.0;19.15;4.3;0.1095268396810931;0.955548128342246;0.910427807486631;0.3699866310160428;0.9037433155080212;midelt;midelt;32.680347;-4.739897;62149.0
mijik;Mijik;0.0;0.0;0.8579;;0.5494;;;;;0.0011157861709497;0.0;0.0;0.0;0.0;mijik;mijik;23.80786;-12.50346;646.0
mikkes;Mikkes;34.4;10.3;0.5286;1.0;0.347;2.04;0.0;4.05;0.07;0.010808848025693;0.3776737967914438;0.4411764705882353;0.3699866310160428;0.4204545454545454;mikkes;mikkes;34.1276153;-5.267162;6145.0
mirleft;Mirleft;26.5;14.9;0.9384;2.0;0.6821;1.94;0.48;2.65;2.35;0.0171298736323687;0.9234625668449198;0.2600267379679144;0.8235294117647058;0.3957219251336898;mirleft;mirleft;29.579707;-10.031733;9731.0
missour;Missour;29.0;11.1;0.9564;;0.8057;9.45;0.0;18.09;2.02;0.0492849626220446;0.9154411764705882;0.9037433155080212;0.3699866310160428;0.8917112299465241;missour;missour;33.047057;-3.992578;27973.0
mkansa;Mkansa;32.4;11.4;0.5327;;0.4325;2.01;0.0;3.99;0.07;0.0417177113868358;0.3776737967914438;0.4358288770053476;0.3699866310160428;0.4131016042780748;mkansa;mkansa;34.3350255;-5.4002237;23680.0
mkhalif;M'khalif;31.2;16.1;0.5606;;0.3463;0.86;0.0;1.73;0.0;0.0088998489370065;0.0875668449197861;0.1293449197860962;0.3699866310160428;0.1119652406417112;m'khalif;m'khalif;31.8796358;-9.2442611;5062.0
mnabha;M'nabha;30.3;12.5;0.7111;;0.567;0.84;0.72;1.2;0.11;0.023880996909995;0.4699197860962567;0.070855614973262;0.8462566844919787;0.1096256684491978;m'nabha;m'nabha;31.9573955;-8.1159936;13561.0
mnasra;Mnasra;31.9;8.9;0.7726;;0.4699;4.36;0.0;8.67;0.15;0.0730108423392377;0.5387700534759359;0.7606951871657754;0.3699866310160428;0.7352941176470589;mnasra;mnasra;34.3708381;-6.5306524;41433.0
mniaa;Mniaa;31.4;14.1;0.7473;;0.4682;2.51;0.0;5.01;0.04;0.0194513434382783;0.25;0.5571524064171123;0.3699866310160428;0.5284090909090909;mniaa;mniaa;32.8667881;-7.2604638;11048.0
mograne;Mograne;33.4;8.9;0.7269;;0.5615;2.51;0.48;4.72;0.04;0.0642308566875781;0.25;0.5227272727272727;0.8235294117647058;0.5284090909090909;mograne;mograne;34.412485;-6.427556;36452.0
mogress;Mogress;32.7;12.9;0.536;;0.4028;2.28;0.24;4.37;0.11;0.0286385117210428;0.4699197860962567;0.4802807486631016;0.7737299465240641;0.4739304812834224;mogress;mogress;32.8945628;-8.4593414;16260.0
mohammadia;Mohammadia;20.9;18.5;0.982;;0.8339;31.98;32.93;40.04;10.39;0.3415768720265532;0.9812834224598932;0.9739304812834224;0.9872994652406416;0.9766042780748664;mohammadia;mohammadia;33.6958383;-7.3893292;193794.0
mohaouhammouzayani;Moha Ou Hammou Zayani;25.2;14.8;0.7183;;0.628;1.89;0.0;3.62;0.4;0.0183849127377655;0.7536764705882353;0.3883689839572192;0.3699866310160428;0.3820187165775401;moha ou hammou zayani;moha ou hammou zayani;32.9558665;-5.7138127;10443.0
moqrissat;Moqrissat;24.3;16.5;0.7218;;0.6637;0.6;0.0;1.12;0.22;0.0165693365038347;0.63201871657754;0.0635026737967914;0.3699866310160428;0.0.0611631016042780;moqrissat;moqrissat;34.9241904;-5.5030097;9413.0
moualineeloued;Moualine El Oued;26.3;16.9;0.8409;;0.5247;4.53;0.0;9.04;0.07;0.0160475786735012;0.3776737967914438;0.7747326203208557;0.3699866310160428;0.7479946524064172;moualine el oued;moualine el oued;33.4515312;-7.2876578;9117.0
mouarid;Mouarid;30.9;16.5;0.6267;;0.4082;1.91;0.0;3.82;0.0;0.0093475735616846;0.0875668449197861;0.4141042780748663;0.3699866310160428;0.3877005347593583;mouarid;mouarid;31.4004654;-9.1777051;5316.0
moulayabdallah;;;;;;;12.1;18.75;12.25;1.73;;0.9044117647058824;0.8435828877005348;0.9769385026737968;0.9197860962566844;;;31.1728205;-7.3362482;
moulayabdelkader;Moulay Abdelkader;27.8;13.7;0.7026;;0.4795;2.38;0.0;4.75;0.0;0.0136203471452267;0.0875668449197861;0.5267379679144385;0.3699866310160428;0.499331550802139;moulay abdelkader;moulay abdelkader;34.6424823;-5.7837253;7740.0
moulayabdelkrim;Moulay Abdelkrim;26.0;17.4;0.5635;;0.3884;1.34;0.0;2.68;0.0;0.0115350785192653;0.0875668449197861;0.2633689839572192;0.3699866310160428;0.2399732620320855;moulay abdelkrim;moulay abdelkrim;34.4757114;-5.2264615;6557.0
moulayahmedcherif;Moulay Ahmed Cherif;31.7;9.1;0.6622;;0.4239;3.74;0.0;7.49;0.0;0.0164706255629608;0.0875668449197861;0.7189171122994652;0.3699866310160428;0.6881684491978609;moulay ahmed cherif;moulay ahmed cherif;34.9407769;-4.4619184;9357.0
moulayaissabendriss;Moulay Aissa Ben Driss;29.0;15.0;0.8282;;0.6239;6.99;0.0;13.92;0.15;0.023593677564237;0.5387700534759359;0.8689839572192514;0.3699866310160428;0.8442513368983957;moulay aissa ben driss;moulay aissa ben driss;32.0951177;-6.7226934;13398.0
moulayalicherif;Moulay Ali Cherif;31.1;10.2;0.9888;1.0;0.7837;24.88;0.96;48.69;1.21;0.0388850599228291;0.8766711229946524;0.9812834224598932;0.8582887700534759;0.9659090909090908;moulay ali cherif;moulay ali cherif;31.284735;-4.266987;22073.0
moulaybouazza;Moulay Bouazza;23.6;17.7;0.6926;;0.5504;2.09;0.0;4.15;0.07;0.0133524174485689;0.3776737967914438;0.4525401069518716;0.3699866310160428;0.4298128342245989;moulay bouazza;moulay bouazza;33.224507;-6.197919;7588.0
moulaybouchta;Moulay Bouchta;26.8;18.2;0.5076;;0.4845;1.36;0.0;2.73;0.0;0.0220636579806914;0.0875668449197861;0.2690508021390374;0.3699866310160428;0.2453208556149732;moulay bouchta;moulay bouchta;34.490326;-5.112509;12530.0
moulaybousselham;Moulay Bousselham;32.5;8.6;0.7494;1.0;0.4483;4.97;0.24;8.99;2.02;0.057492072277561;0.9154411764705882;0.7733957219251337;0.7737299465240641;0.7737299465240641;moulay bousselham;moulay bousselham;34.878009;-6.294076;32629.0
moulaybouzarqtoune;Moulay Bouzarqtoune;26.5;17.0;0.7549;;0.4787;3.72;0.24;7.22;0.18;0.0098622806105271;0.5925802139037433;0.704879679144385;0.7737299465240641;0.6841577540106952;moulay bouzarqtoune;moulay bouzarqtoune;31.6455633;-9.6759934;5608.0
moulaybrahim;Moulay Brahim;28.4;15.6;0.7317;;0.6134;2.75;3.37;3.28;0.48;0.0199448981426478;0.777072192513369;0.3412433155080214;0.8943850267379679;0.56951871657754;moulay brahim;moulay brahim;31.2858455;-7.9654578;11328.0
moulayrachid;Moulay Rachid;23.5;14.7;0.9695;;0.8042;30.22;22.12;45.43;4.37;0.4312945411087001;0.9565508021390374;0.9772727272727272;0.981951871657754;0.9752673796791445;moulay rachid;moulay rachid;33.5675448;-7.5452441;244692.0
moulayyacoub;Moulay Yacoub;30.5;13.6;0.9272;;0.7229;8.98;0.48;17.58;0.22;0.0079885354292956;0.63201871657754;0.8997326203208557;0.8235294117647058;0.88201871657754;moulay yacoub;moulay yacoub;34.087468;-5.179435;4545.0
moulelbergui;Moul El Bergui;29.5;14.4;0.5977;;0.5892;4.92;0.0;9.83;0.0;0.0270432724087056;0.0875668449197861;0.8001336898395722;0.3699866310160428;0.7717245989304813;moul el bergui;moul el bergui;32.5055222;-8.972632;15355.0
mqamtolba;M'qam Tolba;28.5;14.7;0.4563;;0.5048;0.98;0.0;1.94;0.04;0.0265409042274723;0.25;0.1617647058823529;0.3699866310160428;0.1427139037433155;m'qam tolba;m'qam tolba;34.0138986;-6.2577688;15070.0
mramer;M'ramer;31.2;16.6;0.4498;;0.4078;1.47;0.0;2.91;0.07;0.0114134525385457;0.3776737967914438;0.2917780748663101;0.3699866310160428;0.2747326203208556;m'ramer;m'ramer;31.6854514;-9.1892556;6488.0
mrhassiyine;Mrhassiyine;29.6;14.3;0.8002;;0.5592;2.36;0.0;4.65;0.18;0.0146991167133487;0.5925802139037433;0.5143716577540107;0.3699866310160428;0.4943181818181818;mrhassiyine;mrhassiyine;34.0045194;-5.5014005;8352.0
mrija;Mrija;33.3;11.4;0.622;;0.3445;1.05;0.0;2.1;0.0;0.0050554103290423;0.0875668449197861;0.1831550802139037;0.3699866310160428;0.1564171122994652;mrija;mrija;34.0219763;-2.3832788;2881.0
mrirt;M'rirt;24.7;16.2;0.9578;;0.7223;6.34;0.0;12.33;0.88;0.0815228982942396;0.8449197860962567;0.8442513368983957;0.3699866310160428;0.8282085561497327;m'rirt;m'rirt;33.163826;-5.565428;46262.0
mrizigue;Mrizigue;29.9;14.3;0.6416;;0.4018;3.43;0.24;6.69;0.07;0.0139482084845579;0.3776737967914438;0.678475935828877;0.7737299465240641;0.6547459893048129;mrizigue;mrizigue;32.8466234;-7.0984769;7926.0
msaada;M'saada;31.6;10.7;0.6904;;0.5458;4.84;0.24;9.53;0.04;0.0394596986143451;0.25;0.7924465240641712;0.7737299465240641;0.7687165775401069;m'saada;m'saada;34.3818615;-5.8499797;22399.0
msemrir;M'semrir;32.7;10.8;0.8022;;0.6316;0.45;0.0;0.61;0.73;0.0152878569678466;0.8278743315508021;0.0240641711229946;0.3699866310160428;0.035427807486631;m'semrir;m'semrir;31.696181;-5.818733;8686.0
msied;Msied;20.7;11.7;0.0697;;0.2429;0.32;0.0;0.65;0.0;0.002619365323904;0.0875668449197861;0.0277406417112299;0.3699866310160428;0.0197192513368983;msied;msied;28.014845;-10.813831;1499.0
msila;Msila;28.1;15.6;0.4387;;0.5596;1.99;0.0;3.95;0.07;0.0137243461722188;0.3776737967914438;0.4324866310160428;0.3699866310160428;0.4110962566844919;msila;msila;34.4410377;-4.1754596;7799.0
mssici;M'ssici;33.8;15.2;0.6286;;0.4629;0.86;0.0;1.69;0.07;0.0095925882184966;0.3776737967914438;0.124331550802139;0.3699866310160428;0.1119652406417112;m'ssici;m'ssici;30.9945939;-4.8711379;5455.0
mtal;M'tal;27.8;19.3;0.7088;;0.332;2.95;0.0;5.87;0.07;0.0154412114652757;0.3776737967914438;0.6219919786096256;0.3699866310160428;0.5922459893048129;m'tal;m'tal;32.5066889;-8.3957239;8773.0
